PartCode,OrganizationKey,ItemDescription,EuropumpBubbleNumber
*77KF27090D,1,???????|SUS316TP|[*PT3/4X90L SCH160 0]|????1||H11|?????,0
*77KF27140D,1,???????|SUS316TP|[*PT3/4X140L SCH160 0]|????1||H11|?????,0
*79KS34150C,1,???|SUS304TP|[*1BX150L SCH80 0]|????1||H11|?????,0
*79KS34700L,1,???|STPT410-S C<0.23|[*1B*3000L SCH80 0]|????1||H11|?????,0
*79KT21050D,1,PIPE,0
*79KT21065B,1,???|STPT370|[*1/2BX65L SCH160]|????1||H11|?????,0
*79KT21090C,1,PIPE,0
*79KT21150C,1,???|SUS304TP|[*1/2BX150L SCH160]|????1||H11|?????,0
*79KS34140D,1,???|SUS316TP|[*1BX140L SCH80 0]|????1||H11|?????,0
*79KS34400C,1,???|SUS304TP|[*1BX500L SCH80 0]|????1||H11|?????,0
*79KS34550C,1,???|SUS304TP|[*1BX1500L SCH80 0]|????1||H11|?????,0
*79KS43550G,1,???|SUS316L|[*1-1/2B*SCH80L1500 2]|????1||H11|?????,0
*79KT21100D,1,???|SUS316TP|[*1/2BX100L SCH160 0]|????1||H11|?????,0
*79KT21115B,1,???|STPT370|[*1/2B*115L SCH160]|????1||H11|?????,0
*79KS43700I,1,PIPE,0
*79KS48150A,1,???|STPG370|[*2BX150L SCH80]|????1||H11|?????,0
*79KT21090B,1,???|STPT370|[*1/2BX90L SCH160]|????1||H11|?????,0
*79KT21450G,1,???|SUS316LTP|[*1/2BX750L SCH160]|????1||H11|?????,0
*79KT27100K,1,???|STPT410-C<0.23|[*3/4BX100L SCH160]|????1||H11|?????,0
*79KT27200D,1,PIPE,0
*79KS34050C,1,???|SUS304TP|[*1BX50L SCH80 0]|????1||H11|?????,0
*79KS34700M,1,???|STPT370-C<0.23|[*1B*3000L SCH80]|????1||H11|?????,0
*79KT21050B,1,???|STPT370|[*1/2BX50L SCH160]|????1||H11|?????,0
*79KT21085C,1,PIPE,0
*79KT21100I,1,PIPE,0
*79KT21150D,1,PIPE,0
*71KE17050C,1,????|SUS304TP|[*PT3/8X50L SCH80]|????1||H11|?????,0
*71KE17070A,1,????|STPG370|[*PT3/8X70L SCH80]|????1||H11|?????,0
*71KE21040A,1,????|STPG370|[*PT1/2*40L SCH80]|????1||H11|?????,0
*71KE21100A,1,????|STPG370|[*PT1/2*100L SCH80]|????1||H11|?????,0
*71KE27060B,1,NIPPLE,0
*71KN13100E,1,NIPPLE,0
*7A000677A,1,IMPELLER,0
*7A000832D,1,?????|SCS1-T2|[*???????? ???]|????1||H11|?????,0
*7A001133A,1,"HOUSING,BEARING",0
*7A001331C,1,"????|SCS1-T1|[1. 8HNN-174??? 2.""S""? ""S1""????? ?????? (2016.07.15)]|????1||H11|?????",0
*7A001374A,1,STUFFING BOX,0
*7A001394,1,"HOUSING,BEARING",0
*74KM27000D,1,UNION,0
*74LR58048D,1,??|SUS316L|[*3B*2B SCH40 0]|????1||H11|?????,0
*74LS43027D,1,??|SUS316L|[*1-1/2B*3/4B SCH80 0]|????1||H11|?????,0
*74Y51481M#3,1,VALVE GUARD,0
*7502700M.B,1,?????S|T#1000-S|W750 H850 T0.8|????1||H11|?????,0
*7503029..A,1,????????|SUS420J2|I110 D140 L60|????1||H11|?????,0
*79KS21700D,1,???|SUS316TP|[*1/2B*3000L SCH.800]|????1||H11|?????,0
*79KS21950O,1,???|STPT370-C<0.23|[*1/2B*5500L SCH800]|????1||H11|?????,0
*79KS27400G,1,???|SUS316LTP|[*3/4*500L 0]|????1||H11|?????,0
*79KS27600A,1,PIPE,0
*79KS34300C,1,???|SUS304TP|[*1BX300L SCH80 0]|????1||H11|?????,0
*79KS34600J,1,PIPE,0
*79KT21070C,1,PIPE,0
*79KT21325C,1,PIPE,0
*79KT21420B,1,???|STPT370|[*1/2BX600L SCH160 0]|????1||H11|?????,0
*79KT27250D,1,PIPE,0
*79KT27400B,1,???|STPT370|[*3/4BX500L SCH160 0]|????1||H11|?????,0
*79KT27410B,1,PIPE,0
*77KP27100F,1,???????|SUS316LTP|[*NPT3/4X100L SCH160]|????1||H11|?????,0
*7803990.2C,1,?????|SUS316|[*7??? D27*87L 0]|????1||H11|?????,0
*7805563M.A,1,???BRG|FC200|[*???????? .]|????1||H11|?????,0
*7900186.6A,1,??|SUS304|[*1S??????????????? 0]|????1||H11|?????,0
*7901274.9G,1,"GASKET,SHEET",0
*7901276.9A,1,"GASKET,SPIRAL WOUND",0
*79KT21500H,1,???|SUS316LTP|[*1/2B*1000L SCH160]|????1||H11|?????,0
*79KT21700H,1,PIPE,0
*79KT27065B,1,???|STPT370|[*3/4BX65L SCH160]|????1||H11|?????,0
*79KT27100B,1,PIPE,0
*79KT27200C,1,???|SUS304TP|[*3/4BX200L SCH160]|????1||H11|?????,0
*79KT27325D,1,???|SUS316TP|[*3/4B*350L 0]|????1||H11|?????,0
*79KT21200G,1,???|SUS316LTP|[*1/2BX200L SCH160 0]|????1||H11|?????,0
*79KT21420G,1,PIPE,0
*79KT21500B,1,???|STPT370|[*1/2B*1000L 0]|????1||H11|?????,0
*79KT21750C,1,???|SUS304TP|[*1/2BX3500L SCH160 0]|????1||H11|?????,0
*79KT27080B,1,???|STPT370|[*3/4BX80L SCH160]|????1||H11|?????,0
*79KT27150K,1,???|STPT410-C<0.23|[*3/4BX150L SCH160]|????1||H11|?????,0
*79KT21450C,1,???|SUS304TP|[*1/2BX750L SCH160 0]|????1||H11|?????,0
*79KT21600L,1,???|STPT410-S C<0.23|[1/2BX2000L SCH160]|????1||H11|?????,0
*79KT27080D,1,PIPE,0
*79KT27095B,1,PIPE,0
*79KT27400C,1,???|SUS304TP|[*3/4BX500L SCH160 0]|????1||H11|?????,0
*79KT27400G,1,???|SUS316LTP|[*3/4BX500L SCH160 0]|????1||H11|?????,0
*79KT27300D,1,???|SUS316TP|[*3/4B*300L 0]|????1||H11|?????,0
*79KT27540B,1,???|STPT370|[*3/4BX1400L SCH160 0]|????1||H11|?????,0
*79KT27950M,1,"???|STPT370-C<0.23|[*3/4B*5500L,SCH160 0]|????1||H11|?????",0
*79KT34120D,1,???|SUS316TP|[*1BX120L SCH160]|????1||H11|?????,0
*79KT34200G,1,???|STPT410-C<0.23|[*1BX200L SCH160]|????1||H11|?????,0
*79KT34410B,1,???|STPT370|[*1BX550L SCH160 0]|????1||H11|?????,0
*71KN17100A,1,????|STPG370|[*NPT3/8X100L SCH80 0]|????1||H11|?????,0
*7200942U1A,1,??????????|ADC12|L33  |????1||H11|?????,0
*7200942UQA,1,BASE FITTING,0
*72GX00058A,1,HOOKER,0
*7390245..A,1,?????????|-||????1||H11|?????,0
*7401344.2A,1,??|SUS403|[*???HS79 4 L44.5 2]|????1||H11|?????,0
*7A001486A,1,?????BRG|SCPH2||????1||H11|?????,0
*7A001500B,1,??????|SUS403||????1||H11|?????,0
*7A001516F,1,???|FCD450|[*14M-160]|????1||H11|?????,0
*7A001657,1,???????|SCPH2||????1||H11|?????,0
*7A001742,1,?????BRG|FC250|[* W.C]|????1||H11|?????,0
*7A001771A,1,???????|SCPH2||????1||H11|?????,0
*79KT21070I,1,???|SUS316LTP|[*1/2BX70L SCH160 0]|????1||H11|?????,0
*79KT27090C,1,PIPE,0
*79KT27180B,1,PIPE,0
*79KT27225C,1,PIPE,0
*79KT27300G,1,PIPE,0
*79KT27500G,1,PIPE,0
*7503420..A,1,????DFM|SUS316/?????|I110.8 D141 L162|????1||H11|?????,0
*75KJ21000A,1,????|SUS316|[*NPT1/2X47L 0]|????1||H11|?????,0
*7702240M.B,1,????|S25C|I80 D159 T20|????1||H11|?????,0
*7702480..A,1,"BUSHING,VALVE STEM",0
*77KE21120A,1,???????|STPG370|[*PT1/2X120L SCH80]|????1||H11|?????,0
*77KN21060G,1,???????|SUS316LTP|[*NPT1/2X60L SCH80]|????1||H11|?????,0
*7902024M.B,1,"NUT,IMPELLER",0
*7902852..A,1,????|SUS304||????1||H11|?????,0
*79KR58600F,1,???|SUS316LTP|[*3B*SCH40 L2000 0]|????1||H11|?????,0
*79KS17100B,1,PIPE,0
*79KS21270A,1,???|STPG370|[*1/2BX270L SCH80 0]|????1||H11|?????,0
*79KS21300A,1,PIPE,0
*79KT27500F,1,???|STPT410|D27.2 T5.5 L1000|????1||H11|?????,0
*79KT27530B,1,???|STPT370|[*3/4BX1300L SCH160]|????1||H11|?????,0
*79KT27950N,1,"???|STPT410-S C<0.23|[3/4B*5500L,SCH160]|????1||H11|?????",0
*79KT34150B,1,???|STPT370|[*1BX150L SCH160]|????1||H11|?????,0
*79KT34300H,1,"???|STPL380-C<0.23|[1BX300L SCH160,CE:MAX.0.42%]|????1||H11|?????",0
*79KT43130F,1,PIPE,0
*79KT27250F,1,PIPE,0
*79KT27580B,1,???|STPT370|[*3/4BX1800L SCH160 0]|????1||H11|?????,0
*79KT34120B,1,???|STPT370|[*1BX120L SCH160]|????1||H11|?????,0
*7A000509B,1,"BRACKET,BEARING",0
*7A000535B,1,"BRACKET,BEARING",0
*7A000568U,1,?????|SCS14A|[*300#RF]|????1||H11|?????,0
*79KT27700K,1,PIPE,0
*79KT34100H,1,???|STPT410|[*1BX100L SCH160 0]|????1||H11|?????,0
*79KT34540G,1,???|STPT410-S C<0.23|[*1BX1400L SCH160]|????1||H11|?????,0
*79KT43120F,1,PIPE,0
*7A000647B,1,"BRACKET,BEARING",0
*7A000784A,1,?????|SCPH2|[*6CNEC-144 150#RF0]|????1||H11|?????,0
*79KT43070B,1,???|STPT370|[*1-1/2BX70L SCH160]|????1||H11|?????,0
*7A000531W,1,????|SCPH1||????1||H11|?????,0
*7A000551A,1,????|SCPH2|[*B????? 8HNN-194]|????1||H11|?????,0
*7A000571C,1,CASING,0
*7A000571D,1,CASING,0
*7A001779A,1,SUC??|SCPH2||????1||H11|?????,0
*7A001786A,1,SUC??|SCPH2|[*12M-90 0]|????1||H11|?????,0
*7A001801A,1,???|SCPH2||????1||H11|?????,0
*7A001803A,1,???|SCPH2||????1||H11|?????,0
*7A001820J,1,????|SCS1-T1||????1||H11|?????,0
*7A001844B,1,?????P/BRG|SCS13||????1||H11|?????,0
*7405402U.A,1,??????|SCM435H|R15.8 H6.35 T3.17|????1||H11|?????,0
*7407221..C,1,"???????|SUS403<RC22| D65 L74[*3/4B,SCH160 0]|????1||H11|?????",0
*7502700M.A,1,?????S|T#1000|W750 H850 T0.8|????1||H11|?????,0
*7502700M.D,1,?????S|G#3000|W750 H850 T0.8|????1||H11|?????,0
*7502760..B,1,??????|SCS14||????1||H11|?????,0
*7604119..A,1,??????|SS400||????1||H11|?????,0
*79KT43070C,1,???|SUS304TP|[*1-1/2BX70L SCH160]|????1||H11|?????,0
*79KT43080C,1,???|SUS304TP|[*1-1/2BX80L SCH160]|????1||H11|?????,0
*79KT43150F,1,PIPE,0
*7A000518X,1,????|SCS14A|[*A?????]|????1||H11|?????,0
*7A000527C,1,????|SCS1-T1|[*A????? 1HNN-111]|????1||H11|?????,0
*7A000540A,1,????|SCPH2|B?????  |????1||H11|?????,0
*79KT27700H,1,???|SUS316LTP|[*3/4B*3000L SCH1600]|????1||H11|?????,0
*79KT27950E,1,???|SUS316LTP|[*3/4B*5500L SCH1600]|????1||H11|?????,0
*7A000519U,1,?????|SCS14A||????1||H11|?????,0
*7A000521A,1,????|SCPH2|[*26A000946 ? ?????]|????1||H11|?????,0
*7A000551C,1,????|SCS1-T1|B?????  |????1||H11|?????,0
*77KN48220B,1,???????|STPT370|[NPT2*220L*SCH80*??????????]|????1||H11|?????,0
*77KP27200F,1,???????|SUS316LTP|[*NPT3/4X200L SCH160]|????1||H11|?????,0
*7801281..A,1,???LAG|SS400|[*???????? 0]|????1||H11|?????,0
*7802057.8B,1,?????|SUS304|[*20??? D27*230L]|????1||H11|?????,0
*7803786U.A,1,?????|SS400|[3/4-10UNC*350L*??????????]|????1||H11|?????,0
*7900782M.F,1,SHAFT,0
*79KS21400C,1,PIPE,0
*79KS21550D,1,???|SUS316TP|[*1/2BX1500L SCH80 0]|????1||H11|?????,0
*79KS21600H,1,???|SUS316LTP|[*1/2B*2000 0]|????1||H11|?????,0
*79KS21750G,1,???|SUS316LTP|[*1/2B*3.5M SCH80 0]|????1||H11|?????,0
*79KS27700L,1,PIPE,0
*79KS34600C,1,???|SUS304TP|[*1B*2000L 0]|????1||H11|?????,0
*7A000518A,1,????|SCPH2|[*A????? ?????? ????]|????1||H11|?????,0
*7A000531A,1,????|SCPH2|[*26A000812 ? ?????]|????1||H11|?????,0
*7A000551Y,1,????|SCS10|[*B????? 8HNN-194]|????1||H11|?????,0
*7A000567A,1,????|SCPH2|[*26A000952??????]|????1||H11|?????,0
*7A000575A,1,????|SCPH2|[*4HNN-92 A?????]|????1||H11|?????,0
*7A000786A,1,CASING,0
*7A000833D,1,??????????|SCS1-T2||????1||H11|?????,0
*7A000894A,1,CASING,0
*7A000965D,1,?????|SCS1-T2||????1||H11|?????,0
*7A001192A,1,"????|SCPH2|[*B?????,1ST]|????1||H11|?????",0
*7A000715A,1,????|SCPH2|[*2CNEC-72]|????1||H11|?????,0
*7A000729A,1,CASING,0
*7A000770W,1,????|SCS14A|[*4CNEC-112 0]|????1||H11|?????,0
*7A000843A,1,STUFFING BOX,0
*7A000890A,1,"HEAD,SUCTION",0
*7A000954U,1,????|SCS24-H900|[*2ND?????]|????1||H11|?????,0
*7A000627H,1,????|SCS16A||????1||H11|?????,0
*7A000697A,1,IMPELLER,0
*7A001081A,1,"HOUSING,BEARING",0
*7A001331A,1,"????|SCPH2|[1. 8HNN-174??? 2.""S""? ""S1""????? ?????? (2016.07.15)]|????1||H11|?????",0
*7A001656,1,????????|SCPH2||????1||H11|?????,0
*7A001661,1,???S/BRG|FC250|[*???????? ??? 0]|????1||H11|?????,0
*7701653..B,1,?????|FC250|I90.1 D110 T15|????1||H11|?????,0
*7704371M4A,1,???|STPG370|[*SCH40 1-1/2B X600L0]|????1||H11|?????,0
*77KE17100B,1,???????|STPT370|[*PT3/8X100L SCH80]|????1||H11|?????,0
*77KE27110B,1,PIPE OF THE SINGLE SCREW,0
*77KF21060B,1,PIPE OF THE SINGLE SCREW,0
*7802056.GA,1,????????|STPT370|[*16-20?????]|????1||H11|?????,0
*7A001844C,1,?????P/BRG|SCS14||????1||H11|?????,0
*7A001844H,1,?????P/BRG|SCPH1-C<0.23||????1||H11|?????,0
*7A001844Q,1,?????P/BRG|SCS13A||????1||H11|?????,0
*7A001844U,1,?????P/BRG|SCS13A|[*6M-11-3 0]|????1||H11|?????,0
*7A001866A,1,DIAPHRAGM,0
*7A002371,1,"????????|SCPH2|[*4B,300#??]|????1||H11|?????",0
*7A000565U,1,????|SCS24-H900||????1||H11|?????,0
*7A000570C,1,IMPELLER,0
*7A000571A,1,CASING,0
*7A000572D,1,STUFFING BOX,0
*7A000628H,1,?????|SCS16A|[*300#RF]|????1||H11|?????,0
*7902050M.C,1,SHAFT,0
*7902851..A,1,????|SUS304||????1||H11|?????,0
*7903558..A,1,???CSG|FC250|I212 D278 L52|????1||H11|?????,0
*79KA34700B,1,???|SGPW|[*1B*3000]|????1||H11|?????,0
*79KR48700F,1,???|SUS316LTP|[*2B*3000L*SCH40 0]|????1||H11|?????,0
*79KS13150B,1,PIPE,0
*7A000576X,1,IMPELLER,0
*7A000614A,1,????|SCPH2|[*6HNN-154 0]|????1||H11|?????,0
*7A000615A,1,?????|SCPH2|[*6HNN-154 0]|????1||H11|?????,0
*7A000750A,1,CASING,0
*7A000753A,1,????|SCPH2|[*A????? 0]|????1||H11|?????,0
*79KS34700D,1,???|SUS316TP|[*1B*3000L 0]|????1||H11|?????,0
*79KS43050A,1,PIPE,0
*79KS43080A,1,PIPE,0
*79KS48070F,1,???|SUS316LTP|[*2BX70L SCH80 0]|????1||H11|?????,0
*79KS48080C,1,PIPE,0
*79KT21200N,1,???|STPT410-C<0.23|[*1/2BX200L SCH160]|????1||H11|?????,0
*7A000586Y,1,IMPELLER,0
*7A000641,1,"?????BRG|FC200|[*AC,WC ???? CNEC#20]|????1||H11|?????",0
*7A000749C,1,IMPELLER,0
*7A000783A,1,????|SCPH2|[*6CNEC-144]|????1||H11|?????,0
*7A000933X,1,????|SCS13A||????1||H11|?????,0
*7A000957C,1,???HND/HOL|SCS1-T1||????1||H11|?????,0
*7A001394A,1,"HOUSING,BEARING",0
*7A001479A,1,????????|SCPH2||????1||H11|?????,0
*7A001515F,1,SUC??|FCD450|[*2Y871092--F ??????]|????1||H11|?????,0
*7A001662,1,???E/BRG|FC250|[*???????? ????? 0]|????1||H11|?????,0
*7A001723D,1,?????|SCS1-T2|[*?????????????]|????1||H11|?????,0
*7A001350T,1,?????|SCS14A|[*1HNN-91]|????1||H11|?????,0
*7A001633A,1,????|SCPH2|[*12LN-32 E?????0]|????1||H11|?????,0
*7A001765A,1,???|SCPH2||????1||H11|?????,0
*7A001766A,1,????|SCPH2|[*6L-4]|????1||H11|?????,0
*7A001844O,1,?????P/BRG|-||????1||H11|?????,0
*7A001808A,1,???|SCPH2|[*12M-90 0]|????1||H11|?????,0
*7A001836A,1,????|SCPH2||????1||H11|?????,0
*7A002697A,1,"???CHS|S25C|[*3B,300#?????? 0]|????1||H11|?????",0
*7A002867S,1,??????P|SCS14A||????1||H11|?????,0
*7A002980A,1,STUFFING BOX,0
*7A003017A,1,?????|SCPH2||????1||H11|?????,0
*7901092.DA,1,?????|C3604BE|I42.1 D74 L13|????1||H11|?????,0
*7901092.EA,1,DEFLECTOR,0
*7901274.9J,1,?????S|T#1120|I353 D371 T1.6|????1||H11|?????,0
*7902512M.A,1,??????DIS|S35C| D373 L88|????1||H11|?????,0
*7902544..A,1,????BRG|S35C| D122 L176|????1||H11|?????,0
*7902903.3A,1,??|SUS304|[*1S??????????????? 0]|????1||H11|?????,0
*7A000758A,1,CASING,0
*7A000888C,1,IMPELLER,0
*7A001477A,1,????|SCPH2|[*A?????]|????1||H11|?????,0
*7A001772A,1,??????????|SCPH2|[*??? ?? 0]|????1||H11|?????,0
*7A001844F,1,?????P/BRG|FCD450||????1||H11|?????,0
*7A001844N,1,?????P/BRG|SCS13A||????1||H11|?????,0
*7A002460B,1,????|SCS13||????1||H11|?????,0
*7A002838A,1,CASING LOWER HALF,0
*7A002851C,1,?????|SCS1-T1||????1||H11|?????,0
*7A002871S,1,??????????|SCS14A|[*???????]|????1||H11|?????,0
*7A002924,1,"CASE,STEAM END BEARING",0
*7A003128A,1,?????|SCPH2|[*8HNN-155 (8)]|????1||H11|?????,0
*79KS17400C,1,???|STPT370|[*3/8B X500L SCH80]|????1||H11|?????,0
*79KS21700I,1,PIPE,0
*79KS27060A,1,PIPE,0
*79KS27950E,1,???|STPG370-E|[*3/4B*5500L]|????1||H11|?????,0
*79KS27950Q,1,???|STPT410-S C<0.23|[3/4B*5500L SCH80]|????1||H11|?????,0
*79KS27950R,1,???|STPT370-S/??????|[*3/4B*5500L SCH80 0]|????1||H11|?????,0
*7A001724D,1,??????????|SCS1-T2|[*?????????????]|????1||H11|?????,0
*7A001822A,1,????|SCPH2|[*8L-12]|????1||H11|?????,0
*7A001844,1,?????P/BRG|-||????1||H11|?????,0
*7A001844I,1,?????P/BRG|SCS14A|[*3/4CNEJD]|????1||H11|?????,0
*7A001844L,1,?????P/BRG|SCPH1||????1||H11|?????,0
*7A001844T,1,?????P/BRG|SCS19A|[*4B 0]|????1||H11|?????,0
*7A001039A,1,IMPELLER,0
*7A001331B,1,"????|SCPL1|[1. 8HNN-174??? 2.""S""? ""S1""????? ?????? (2016.07.15)]|????1||H11|?????",0
*7A001480A,1,???????|SCPH2|[*125#FF]|????1||H11|?????,0
*7A001564A,1,CASING UPPER HALF,0
*7A001644C,1,??????????|SUS316|I83.8 D450 L171.5[* ????? VORTEX??]|????1||H11|?????,0
*7A001742A,1,?????BRG|SCPH2|[* W.C 0]|????1||H11|?????,0
*79KT21325D,1,???|SUS316TP|[*1/2B*350L 0]|????1||H11|?????,0
*79KT21700C,1,???|SUS304TP|[*1/2BX3000L SCH160 0]|????1||H11|?????,0
*79KT27150J,1,???|STPT370-C<0.23|[*3/4BX150L SCH160]|????1||H11|?????,0
*79KT27200B,1,???|STPT370|[*3/4BX200L SCH160]|????1||H11|?????,0
*79KT27210B,1,???|STPT370|[*3/4BX210L SCH160 0]|????1||H11|?????,0
*79KT27470B,1,???|STPT370|[*3/4BX850L SCH160 0]|????1||H11|?????,0
*7A000913V,1,????|SCS24-H1150|[*A?????]|????1||H11|?????,0
*7A000930C,1,IMPELLER,0
*7A000964A,1,IMPELLER,0
*7A001064A,1,IMPELLER,0
*7A001319A,1,?????BRG|SCPH2||????1||H11|?????,0
*7A001350J,1,?????|FC300|[*1HNN-91 0]|????1||H11|?????,0
*7904736M.A,1,????|S35C| D68.5 L1042|????1||H11|?????,0
*7904738M.B,1,????|SNC631|[*#2??? D63.4 L1080 2]|????1||H11|?????,0
*79KA34500B,1,???|SGPW|[*1B*1000 0]|????1||H11|?????,0
*79KR43500F,1,???|SUS316LTP|[*1-1/2B*1000L]|????1||H11|?????,0
*79KS17550C,1,"???|SUS304TP|[*3/8B*1500L,SCH80.]|????1||H11|?????",0
*79KS17600G,1,???|STPT410-S C<0.23|[3/8BX2000L SCH80 0]|????1||H11|?????,0
*7A001999A,1,?????|SCPH2||????1||H11|?????,0
*7A002426,1,???S/BRG|FC250|[*R2RWDAHB ?????0]|????1||H11|?????,0
*7A002784A,1,IMPELLER,0
*7A002852C,1,???SUC|SCS1-T1||????1||H11|?????,0
*7A002926,1,"CASE,EXHAUST END BEARING",0
*7A002927,1,STEAM CHEST,0
*7A003077C,1,?????|SCS1-T1||????1||H11|?????,0
*7A003084X,1,?????|SCS13A|[*3HNN-91 0]|????1||H11|?????,0
*7A003118A,1,?????|SCPH2|[*3HNN-122(8)]|????1||H11|?????,0
*7A003136A,1,?????|SCPH2||????1||H11|?????,0
*7A003257A,1,STUFFING BOX,0
*7A001844R,1,?????P/BRG|SCS16A||????1||H11|?????,0
*7A002785A,1,CASING,0
*7A002866S,1,???????|SCS14A||????1||H11|?????,0
*7A002925,1,"CASE,EXHAUST END BEARING",0
*7A003021A,1,?????|SCPH2|[*10HNN-27]|????1||H11|?????,0
*7A003258D,1,??????????|SF440A-C<0.3| D460 L166|????1||H11|?????,0
*7A003135A,1,?????|SCPH2|[*8WTB-162(8)]|????1||H11|?????,0
*7A003257C,1,??????????|SUS316| D295 L128|????1||H11|?????,0
*7A003271A,1,???SUC|SCPH2||????1||H11|?????,0
*7A003395A,1,?????|SCPH2|[*6HNNIS-134(8)]|????1||H11|?????,0
*7A003889A,1,CASING,0
*7A001880A,1,HOUSING LOWER,0
*7A001892S,1,??????|SCS14A||????1||H11|?????,0
*7A002120U,1,????|SCS24-H900|[*6WLH-142 L?????2ND0]|????1||H11|?????,0
*7A002417A,1,"HOUSING,THRUST BEARING",0
*7A002865S,1,????????|SCS14A||????1||H11|?????,0
*7A002870S,1,??????????|SCS14A|[*??????]|????1||H11|?????,0
*79KS34070F,1,???|SUS316LTP|[*1B*70L SCH80 0]|????1||H11|?????,0
*79KS34600A,1,PIPE,0
*79KS34600D,1,???|SUS316TP|[*1B*2000L 0]|????1||H11|?????,0
*79KS43700D,1,???|SUS316TP|[*1-1/2B*3000L SCH800]|????1||H11|?????,0
*79KT21075C,1,???|SUS304TP|[*1/2BX75L SCH160 0]|????1||H11|?????,0
*79KT21440C,1,???|SUS304TP|[*1/2BX700L SCH160 0]|????1||H11|?????,0
*79KT27500C,1,???|SUS304TP|[*3/4B*1000L 0]|????1||H11|?????,0
*79KT27525G,1,???|STPT410-C<0.23|[*3/4BX1250L SCH160]|????1||H11|?????,0
*79KT27535B,1,???|STPT370|[*3/4BX1350L SCH160]|????1||H11|?????,0
*79KT27950B,1,???|STPT370|[*3/4B*5500L 0]|????1||H11|?????,0
*79KT48160B,1,PIPE,0
*7A000504A,1,????|SCPH2|[*A?????- 1HNN-91]|????1||H11|?????,0
*7A001844D,1,?????P/BRG|SCPL1|[*8L-15 0]|????1||H11|?????,0
*7A001847A,1,?????P/BRG|SCPH2||????1||H11|?????,0
*7A001866H,1,??????|SUS304||????1||H11|?????,0
*7A002053A,1,???SUC|SCPH2||????1||H11|?????,0
*7A002492A,1,IMPELLER,0
*7A003252U,1,?????|SCPH1|[*2HNN-122(8)]|????1||H11|?????,0
*7A001351A,1,?????|SCPH2|[*1HNN-111 ????? .]|????1||H11|?????,0
*7A001597A,1,????|SCPH2|[*10HNN-27 B?????]|????1||H11|?????,0
*7A001773A,1,??????????|SCPH2|[*?????? 0]|????1||H11|?????,0
*7A001844K,1,?????P/BRG|SCPH1|[*JD 4B]|????1||H11|?????,0
*7A001844S,1,?????P/BRG|-||????1||H11|?????,0
*79KS27300K,1,PIPE,0
*79KS27500G,1,???|SUS316LTP|[*3/4B*1000 SCH80 0]|????1||H11|?????,0
*79KS34130D,1,???|SUS316TP|[*1BX130L SCH80]|????1||H11|?????,0
*79KS34500B,1,???|STPT370|[*1B*1000L / SCH.80 0]|????1||H11|?????,0
*79KS34950M,1,???|STPT410-S C<0.23|[1B*5500L SCH80]|????1||H11|?????,0
*79KS43500B,1,PIPE,0
*7A003244A,1,"BRACKET,BEARING",0
*7A003258H,1,??????????|SUSF410-B| D460 L166|????1||H11|?????,0
*7A003276D,1,STUFFING BOX,0
*7A003349D,1,??????????|SF440A-C<0.3| D380 L140.5|????1||H11|?????,0
*7A003363A,1,?????BRG|SCPH2||????1||H11|?????,0
*7A004135A,1,??????????|S25C||????1||H11|?????,0
*7A003273B,1,STUFFING BOX,0
*7A003276H,1,STUFFING BOX,0
*7A003364A,1,?????|SCPH2|[*8HDS-182 0]|????1||H11|?????,0
*7A003664S,1,???????|SCS14A||????1||H11|?????,0
*7A004178A,1,???JKT|SCPH2|[*#3HNNX 0]|????1||H11|?????,0
*79KT27250C,1,???|SUS304TP|[*SCH160 3/4B*250L 0]|????1||H11|?????,0
*79KT27375B,1,???|STPT370|[*3/4BX450L SCH160 0]|????1||H11|?????,0
*79KT27525B,1,???|STPT370|[*3/4BX1250L SCH160 0]|????1||H11|?????,0
*79KT34200A,1,???|-|[*1BX200L SCH160]|????1||H11|?????,0
*79KT34230B,1,???|STPT370|[*1BX230L SCH160]|????1||H11|?????,0
*79KT34550B,1,???|STPT370|[*1BX1500L SCH160 0]|????1||H11|?????,0
*7A003405A,1,??????????|S25C|[*AC?? D440 L153 2]|????1||H11|?????,0
*7A003511D,1,??????????|SF440A-C<0.3| D480 L201|????1||H11|?????,0
*7A003827C,1,IMPELLER,0
*7A003936A,1,CASING,0
*7A004055A,1,CASING,0
*7A004163I,1,???????|-||????1||H11|?????,0
*7A004422C,1,IMPELLER,0
*7A004506G,1,????|-||????1||H11|?????,0
*7A004506I,1,????|-||????1||H11|?????,0
*7A004506O,1,????|-||????1||H11|?????,0
*7A004952C,1,IMPELLER,0
*7A003111T,1,?????|A217 CA15||????1||H11|?????,0
*7A003270A,1,?????|SCPH2||????1||H11|?????,0
*7A003276F,1,??????????|S25C-C<0.25|D469 L170.9 |????1||H11|?????,0
*7A003276G,1,??????????|SF440A-C<0.25| D469 L170.9|????1||H11|?????,0
*7A003280A,1,??????????|S25C| D406 L148.5|????1||H11|?????,0
*7A000520E,1,STUFFING BOX,0
*7A000561A,1,IMPELLER,0
*7A000757A,1,IMPELLER,0
*7A000968D,1,????|SCS1-T2|B?????  |????1||H11|?????,0
*7A001318A,1,?????BRG|SCPH2||????1||H11|?????,0
*7A001478A,1,????|SCPH2|B?????  |????1||H11|?????,0
*7A003258A,1,??????????|S25C| D460 L166|????1||H11|?????,0
*7A003351A,1,STUFFING BOX,0
